23,23,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,24,24,24,25,25,25,25,26,26,26,26,26,27,27,27,28,28,29,30,32,45,37,34,34,41,36,36,38,41,44,35,34,34,33,34,37,31,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,30,30,31,32,33,35,50,42,38,42,34,32,32,32,31,31,31,31,31,31,31,31,31,32,32,32,33,33,35,42,39,38,38,35,35,34,34,34,34,34,35,35,35,35,36,36,36,37,37,37,37,37,38,38,39,39,40,41,42,43,52,48,52,60,58,74,69,67,64,107,46,42,41,40,40,40,44,41,45,56,41,41,40,59,42,54,39,38,37,36,36,36,35,34,33,33,32,32,31,31,31,30,30,30,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,31,31,31,31,31,31,31,31,31
34,24,23,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,24,24,24,24,25,25,25,25,26,26,26,26,26,27,27,28,28,29,31,34,36,36,32,33,42,33,33,34,40,46,42,38,37,36,39,33,31,30,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,30,30,31,32,33,36,59,63,53,37,34,33,32,32,32,32,31,31,31,31,31,32,32,32,32,32,33,33,35,39,53,52,39,36,35,35,35,35,35,35,35,35,35,36,37,39,38,37,37,37,37,38,38,38,39,39,40,41,42,43,44,46,48,52,58,68,56,54,51,52,46,42,41,40,39,39,38,39,40,44,39,38,38,39,38,39,73,42,43,38,37,40,37,35,34,34,33,32,32,31,31,30,30,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,30,31,31,31,31,31,31,31,31,31
27,24,23,23,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,24,24,24,24,24,25,25,25,25,26,26,26,26,26,27,27,28,30,33,37,32,31,31,31,33,32,32,33,40,49,48,55,43,53,37,33,31,30,30,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,30,30,31,31,32,36,35,38,45,38,35,33,33,32,32,32,32,32,32,32,32,32,32,32,32,33,33,34,35,37,41,45,41,40,37,36,35,35,35,35,35,36,36,36,38,55,44,39,38,38,38,38,39,39,39,40,40,41,42,43,44,47,50,57,57,53,58,47,48,44,46,47,42,39,38,38,37,38,39,53,38,37,36,36,36,37,38,64,65,43,43,57,38,36,36,36,46,33,32,31,31,30,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,30,30,30,30,30,30,30,30,30
30,25,24,23,23,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,24,24,24,24,24,25,25,25,25,25,26,26,26,26,27,27,28,30,84,32,30,30,30,30,30,30,31,32,34,38,48,42,48,44,45,37,33,31,31,30,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,30,30,30,31,31,32,33,34,36,49,52,37,34,33,33,32,32,32,32,32,32,32,32,32,32,33,33,33,34,35,36,38,47,60,42,38,36,36,36,36,36,36,36,36,37,38,42,51,42,39,39,39,39,39,40,40,40,41,43,44,44,45,47,51,61,58,51,47,45,43,42,42,43,50,39,38,37,37,37,37,39,37,36,35,35,35,36,37,38,43,52,59,56,41,40,39,44,35,33,32,31,31,30,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,30,30,30,30,30,30,30,30,30
52,26,24,24,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,25,25,25,25,25,26,26,26,26,27,28,33,31,30,29,29,29,29,29,30,30,31,33,41,36,36,37,42,43,37,35,34,34,31,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,31,31,32,32,33,35,36,73,38,34,34,33,33,33,32,32,32,32,32,32,33,33,33,33,33,34,34,35,37,38,41,50,41,37,37,36,36,36,36,36,37,37,38,40,44,45,40,40,40,40,43,42,41,41,42,43,48,49,47,48,51,63,58,52,62,45,43,41,40,40,39,38,37,36,36,36,36,36,35,35,35,35,35,35,35,36,37,42,43,49,59,51,52,43,36,33,32,31,31,30,30,30,30,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29
28,27,25,24,24,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,25,25,25,25,25,26,26,26,27,27,28,28,28,28,28,28,28,29,29,30,31,38,34,33,33,34,34,49,46,43,53,33,31,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,31,31,32,32,33,34,35,38,38,35,34,34,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,35,36,37,39,43,42,38,37,37,37,37,37,37,37,38,38,39,41,56,42,41,41,41,44,46,42,42,43,43,45,49,56,54,54,100,64,72,52,48,49,41,39,39,38,37,36,36,36,35,35,35,35,34,34,34,34,34,34,35,36,37,36,42,41,45,41,45,49,35,33,32,31,30,30,30,30,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
39,41,27,26,25,24,24,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,25,25,25,25,25,25,26,26,26,27,27,27,27,28,28,28,28,28,29,29,31,44,32,31,31,32,33,37,42,42,51,34,32,31,30,30,30,30,29,29,30,30,30,30,30,29,29,29,29,29,29,29,30,30,30,30,30,31,31,31,32,32,33,34,35,37,43,37,35,34,34,34,34,34,33,33,33,33,33,33,33,34,34,34,35,35,36,36,38,39,47,40,39,38,39,38,38,38,38,38,39,40,41,67,49,45,43,43,44,48,44,47,44,45,46,49,57,81,65,55,51,65,62,47,43,41,39,38,37,37,36,36,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,35,37,37,35,37,36,48,35,32,31,30,30,30,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,46,47,29,52,25,24,24,24,24,24,24,24,24,23,23,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,25,25,25,25,25,25,26,26,26,27,27,27,27,27,27,28,28,28,29,32,31,30,30,30,31,32,40,34,34,43,57,33,32,31,31,30,30,30,30,30,30,31,32,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,32,32,33,33,35,39,52,41,38,35,35,35,35,38,34,34,33,33,33,33,34,34,34,34,35,35,36,36,37,39,52,51,41,40,44,40,39,38,38,39,39,40,42,46,54,73,45,50,47,74,51,58,46,47,50,52,66,69,72,51,47,48,52,49,87,43,40,38,37,37,36,35,35,35,34,34,34,34,33,33,33,33,33,33,33,33,34,34,39,36,34,33,33,34,35,42,31,30,30,30,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
32,34,39,35,27,26,25,25,24,25,25,26,39,24,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,25,25,25,25,25,25,26,26,26,26,26,27,27,27,27,27,28,28,28,29,29,29,29,30,30,31,32,32,32,34,57,36,33,32,32,31,31,31,31,31,31,33,34,31,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,32,32,33,34,35,37,42,46,38,36,36,36,40,38,35,34,34,34,34,34,34,34,34,35,35,35,36,36,37,39,43,50,46,43,47,41,40,39,40,42,41,41,42,45,53,51,49,67,52,95,83,76,52,50,94,56,64,51,52,50,45,44,55,67,96,44,40,38,37,37,36,35,35,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,34,33,33,32,32,32,32,31,31,30,30,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27
27,30,40,38,28,27,26,25,25,26,27,38,27,25,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,26,26,26,26,26,27,27,27,27,27,27,28,28,28,29,29,29,29,30,30,30,31,32,33,39,37,34,33,39,32,31,31,32,32,36,39,32,31,31,30,30,30,30,30,30,30,31,31,31,31,31,32,32,33,33,34,35,38,63,44,40,40,37,38,56,38,36,35,34,34,34,34,34,34,35,35,35,35,36,37,38,41,45,61,79,56,46,42,41,40,41,49,45,43,43,46,52,80,56,60,91,57,53,50,61,81,58,57,72,58,45,45,43,42,43,46,44,78,41,39,38,37,36,35,35,34,34,34,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,31,31,31,31,30,30,30,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
